event_id,start,end,loud_duration_seconds,peak_time,peak_db,baseline_db,clip_window_start,clip_window_end,clip_duration_seconds,clip_file,top_class,top_class_confidence,vehicle_confidence,vehicle_matched_class,is_vehicle
10,2026-08-23T02:26:08,2026-08-23T02:26:10,2.0,2026-08-23T02:26:09,62.37,45.98,2026-08-23T02:25:53,2026-08-23T02:26:25,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-22/peak_audio_clips_2026-08-22/2026-08-23_02-26-09.wav,Silence,0.3985,0.0811,Vehicle,True
11,2026-08-23T02:36:26,2026-08-23T02:36:28,2.0,2026-08-23T02:36:28,62.13,45.54,2026-08-23T02:36:11,2026-08-23T02:36:43,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-22/peak_audio_clips_2026-08-22/2026-08-23_02-36-28.wav,Silence,0.5977,0.0501,Vehicle,True
12,2026-08-23T02:57:21,2026-08-23T02:57:24,3.0,2026-08-23T02:57:23,62.13,45.44,2026-08-23T02:57:06,2026-08-23T02:57:39,33.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-22/peak_audio_clips_2026-08-22/2026-08-23_02-57-23.wav,Silence,0.436,0.027,Vehicle,False
13,2026-08-23T03:05:47,2026-08-23T03:05:49,2.0,2026-08-23T03:05:49,67.09,46.01,2026-08-23T03:05:32,2026-08-23T03:06:04,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-22/peak_audio_clips_2026-08-22/2026-08-23_03-05-49.wav,Silence,0.5363,0.0252,Vehicle,False
14,2026-08-23T03:10:28,2026-08-23T03:10:31,3.0,2026-08-23T03:10:30,62.3,45.55,2026-08-23T03:10:13,2026-08-23T03:10:46,33.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-22/peak_audio_clips_2026-08-22/2026-08-23_03-10-30.wav,Silence,0.3991,0.0844,Vehicle,True
15,2026-08-23T03:15:28,2026-08-23T03:15:30,2.0,2026-08-23T03:15:30,64.8,45.87,2026-08-23T03:15:13,2026-08-23T03:15:45,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-22/peak_audio_clips_2026-08-22/2026-08-23_03-15-30.wav,Silence,0.5506,0.0374,Vehicle,False
16,2026-08-23T03:16:54,2026-08-23T03:16:56,2.0,2026-08-23T03:16:55,62.05,46.06,2026-08-23T03:16:39,2026-08-23T03:17:11,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-22/peak_audio_clips_2026-08-22/2026-08-23_03-16-55.wav,Silence,0.3592,0.0565,Vehicle,True
17,2026-08-23T03:45:46,2026-08-23T03:45:49,3.0,2026-08-23T03:45:48,61.42,44.98,2026-08-23T03:45:31,2026-08-23T03:46:04,33.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-22/peak_audio_clips_2026-08-22/2026-08-23_03-45-48.wav,Silence,0.4252,0.0585,Vehicle,True
18,2026-08-23T03:53:32,2026-08-23T03:53:34,2.0,2026-08-23T03:53:33,63.61,45.58,2026-08-23T03:53:17,2026-08-23T03:53:49,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-22/peak_audio_clips_2026-08-22/2026-08-23_03-53-33.wav,Silence,0.5216,0.0487,Vehicle,False
19,2026-08-23T04:15:32,2026-08-23T04:15:34,2.0,2026-08-23T04:15:33,62.47,45.32,2026-08-23T04:15:17,2026-08-23T04:15:49,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-22/peak_audio_clips_2026-08-22/2026-08-23_04-15-33.wav,Silence,0.4705,0.0621,Vehicle,True
20,2026-08-23T04:22:40,2026-08-23T04:22:44,4.0,2026-08-23T04:22:43,66.52,45.08,2026-08-23T04:22:25,2026-08-23T04:22:59,34.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-22/peak_audio_clips_2026-08-22/2026-08-23_04-22-43.wav,Silence,0.3969,0.0577,Vehicle,True
21,2026-08-23T04:24:18,2026-08-23T04:24:20,2.0,2026-08-23T04:24:19,64.37,45.72,2026-08-23T04:24:03,2026-08-23T04:24:35,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-22/peak_audio_clips_2026-08-22/2026-08-23_04-24-19.wav,Silence,0.5438,0.072,Vehicle,True
22,2026-08-23T04:38:02,2026-08-23T04:38:05,3.0,2026-08-23T04:38:04,64.34,45.55,2026-08-23T04:37:47,2026-08-23T04:38:20,33.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-22/peak_audio_clips_2026-08-22/2026-08-23_04-38-04.wav,Silence,0.4639,0.0879,Vehicle,True
23,2026-08-23T04:51:34,2026-08-23T04:51:36,2.0,2026-08-23T04:51:35,62.75,45.8,2026-08-23T04:51:19,2026-08-23T04:51:51,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-22/peak_audio_clips_2026-08-22/2026-08-23_04-51-35.wav,Silence,0.4928,0.0616,Vehicle,True
24,2026-08-23T05:30:33,2026-08-23T05:30:37,4.0,2026-08-23T05:30:35,67.95,45.56,2026-08-23T05:30:18,2026-08-23T05:30:52,34.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-22/peak_audio_clips_2026-08-22/2026-08-23_05-30-35.wav,Silence,0.5157,0.0979,Vehicle,True
25,2026-08-23T06:05:30,2026-08-23T06:05:34,4.0,2026-08-23T06:05:32,65.8,45.99,2026-08-23T06:05:15,2026-08-23T06:05:49,34.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-22/peak_audio_clips_2026-08-22/2026-08-23_06-05-32.wav,Silence,0.531,0.0932,Vehicle,True
26,2026-08-23T06:24:30,2026-08-23T06:24:32,2.0,2026-08-23T06:24:31,63.38,46.73,2026-08-23T06:24:15,2026-08-23T06:24:47,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-22/peak_audio_clips_2026-08-22/2026-08-23_06-24-31.wav,Silence,0.2616,0.0608,Vehicle,True
