event_id,start,end,loud_duration_seconds,peak_time,peak_db,baseline_db,clip_window_start,clip_window_end,clip_duration_seconds,clip_file,top_class,top_class_confidence,vehicle_confidence,vehicle_matched_class,is_vehicle
0,2026-08-21T00:11:00,2026-08-21T00:11:02,2.0,2026-08-21T00:11:01,65.83,46.53,2026-08-21T00:10:45,2026-08-21T00:11:17,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_00-11-01.wav,Silence,0.9504,0.0015,Vehicle,False
1,2026-08-21T00:14:38,2026-08-21T00:14:40,2.0,2026-08-21T00:14:38,63.77,46.49,2026-08-21T00:14:23,2026-08-21T00:14:55,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_00-14-38.wav,Silence,0.8918,0.0045,Vehicle,False
2,2026-08-21T00:14:42,2026-08-21T00:14:44,2.0,2026-08-21T00:14:44,65.11,46.73,2026-08-21T00:14:27,2026-08-21T00:14:59,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_00-14-44.wav,Silence,0.888,0.0031,Vehicle,False
3,2026-08-21T00:17:02,2026-08-21T00:17:04,2.0,2026-08-21T00:17:04,63.64,45.67,2026-08-21T00:16:47,2026-08-21T00:17:19,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_00-17-04.wav,Silence,0.973,0.0007,Vehicle,False
4,2026-08-21T00:17:23,2026-08-21T00:17:25,2.0,2026-08-21T00:17:24,64.1,47.39,2026-08-21T00:17:08,2026-08-21T00:17:40,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_00-17-24.wav,Silence,0.9824,0.0002,Vehicle,False
5,2026-08-21T00:20:56,2026-08-21T00:20:59,3.0,2026-08-21T00:20:58,65.88,47.52,2026-08-21T00:20:41,2026-08-21T00:21:14,33.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_00-20-58.wav,Silence,0.8272,0.0076,Vehicle,False
6,2026-08-21T00:21:01,2026-08-21T00:21:03,2.0,2026-08-21T00:21:03,65.52,47.78,2026-08-21T00:20:46,2026-08-21T00:21:18,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_00-21-03.wav,Silence,0.8173,0.0056,Vehicle,False
7,2026-08-21T00:40:46,2026-08-21T00:40:48,2.0,2026-08-21T00:40:48,64.55,47.68,2026-08-21T00:40:31,2026-08-21T00:41:03,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_00-40-48.wav,Silence,0.9837,0.0001,Vehicle,False
8,2026-08-21T01:20:13,2026-08-21T01:20:20,7.0,2026-08-21T01:20:17,77.68,45.84,2026-08-21T01:19:58,2026-08-21T01:20:35,37.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_01-20-17.wav,Silence,0.8211,0.0183,Vehicle,False
9,2026-08-21T01:20:34,2026-08-21T01:20:36,2.0,2026-08-21T01:20:36,64.7,48.3,2026-08-21T01:20:19,2026-08-21T01:20:51,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_01-20-36.wav,Silence,0.9509,0.0022,Vehicle,False
10,2026-08-21T01:39:12,2026-08-21T01:39:15,3.0,2026-08-21T01:39:14,65.42,47.15,2026-08-21T01:38:57,2026-08-21T01:39:30,33.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_01-39-14.wav,Silence,0.9525,0.0008,Vehicle,False
11,2026-08-21T01:50:24,2026-08-21T01:50:26,2.0,2026-08-21T01:50:26,65.59,46.41,2026-08-21T01:50:09,2026-08-21T01:50:41,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_01-50-26.wav,Silence,0.9518,0.0037,Vehicle,False
12,2026-08-21T01:52:45,2026-08-21T01:52:47,2.0,2026-08-21T01:52:46,64.04,46.87,2026-08-21T01:52:30,2026-08-21T01:53:02,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_01-52-46.wav,Silence,0.9841,0.0,Vehicle,False
13,2026-08-21T02:54:41,2026-08-21T02:54:46,5.0,2026-08-21T02:54:45,66.2,47.85,2026-08-21T02:54:26,2026-08-21T02:55:01,35.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_02-54-45.wav,Silence,0.893,0.0041,Vehicle,False
14,2026-08-21T03:14:01,2026-08-21T03:14:03,2.0,2026-08-21T03:14:03,64.4,47.29,2026-08-21T03:13:46,2026-08-21T03:14:18,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_03-14-03.wav,Silence,0.9806,0.0003,Vehicle,False
15,2026-08-21T03:19:27,2026-08-21T03:19:30,3.0,2026-08-21T03:19:29,65.69,46.22,2026-08-21T03:19:12,2026-08-21T03:19:45,33.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_03-19-29.wav,Silence,0.9291,0.0049,Vehicle,False
16,2026-08-21T03:21:35,2026-08-21T03:21:38,3.0,2026-08-21T03:21:37,64.39,46.4,2026-08-21T03:21:20,2026-08-21T03:21:53,33.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_03-21-37.wav,Silence,0.9546,0.0008,Vehicle,False
17,2026-08-21T03:52:05,2026-08-21T03:52:09,4.0,2026-08-21T03:52:07,65.16,47.75,2026-08-21T03:51:50,2026-08-21T03:52:24,34.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_03-52-07.wav,Silence,0.9217,0.004,Vehicle,False
18,2026-08-21T03:54:32,2026-08-21T03:54:34,2.0,2026-08-21T03:54:33,65.05,47.38,2026-08-21T03:54:17,2026-08-21T03:54:49,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_03-54-33.wav,Silence,0.9314,0.0064,Vehicle,False
19,2026-08-21T04:05:48,2026-08-21T04:05:52,4.0,2026-08-21T04:05:50,69.97,47.7,2026-08-21T04:05:33,2026-08-21T04:06:07,34.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_04-05-50.wav,Silence,0.9067,0.0105,Vehicle,False
20,2026-08-21T04:08:01,2026-08-21T04:08:05,4.0,2026-08-21T04:08:04,68.26,46.83,2026-08-21T04:07:46,2026-08-21T04:08:20,34.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_04-08-04.wav,Silence,0.8986,0.0069,Vehicle,False
21,2026-08-21T04:10:00,2026-08-21T04:10:03,3.0,2026-08-21T04:10:02,65.09,47.0,2026-08-21T04:09:45,2026-08-21T04:10:18,33.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_04-10-02.wav,Silence,0.9175,0.005,Vehicle,False
22,2026-08-21T04:13:48,2026-08-21T04:13:50,2.0,2026-08-21T04:13:49,64.34,46.64,2026-08-21T04:13:33,2026-08-21T04:14:05,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_04-13-49.wav,Silence,0.9408,0.0027,Vehicle,False
23,2026-08-21T04:36:38,2026-08-21T04:36:47,9.0,2026-08-21T04:36:42,75.78,49.13,2026-08-21T04:36:23,2026-08-21T04:37:02,39.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_04-36-42.wav,Silence,0.802,0.0136,Vehicle,False
24,2026-08-21T04:45:51,2026-08-21T04:45:53,2.0,2026-08-21T04:45:53,65.51,49.41,2026-08-21T04:45:36,2026-08-21T04:46:08,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_04-45-53.wav,Silence,0.9189,0.0027,Vehicle,False
25,2026-08-21T05:04:45,2026-08-21T05:04:49,4.0,2026-08-21T05:04:46,69.78,51.28,2026-08-21T05:04:30,2026-08-21T05:05:04,34.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_05-04-46.wav,Silence,0.9674,0.0009,Vehicle,False
26,2026-08-21T05:13:27,2026-08-21T05:13:31,4.0,2026-08-21T05:13:29,70.14,49.52,2026-08-21T05:13:12,2026-08-21T05:13:46,34.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_05-13-29.wav,Silence,0.8615,0.0092,Vehicle,False
27,2026-08-21T05:17:22,2026-08-21T05:17:24,2.0,2026-08-21T05:17:23,70.81,51.95,2026-08-21T05:17:07,2026-08-21T05:17:39,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_05-17-23.wav,Silence,0.903,0.0142,Vehicle,False
28,2026-08-21T05:26:09,2026-08-21T05:26:14,5.0,2026-08-21T05:26:12,75.66,52.48,2026-08-21T05:25:54,2026-08-21T05:26:29,35.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_05-26-12.wav,Silence,0.7391,0.0324,Vehicle,False
29,2026-08-21T05:41:19,2026-08-21T05:41:24,5.0,2026-08-21T05:41:21,68.23,51.19,2026-08-21T05:41:04,2026-08-21T05:41:39,35.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_05-41-21.wav,Silence,0.7001,0.0131,Vehicle,False
30,2026-08-21T05:46:29,2026-08-21T05:46:32,3.0,2026-08-21T05:46:30,73.59,53.49,2026-08-21T05:46:14,2026-08-21T05:46:47,33.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_05-46-30.wav,Silence,0.8754,0.0305,Vehicle,False
31,2026-08-21T05:51:43,2026-08-21T05:51:46,3.0,2026-08-21T05:51:44,68.34,51.41,2026-08-21T05:51:28,2026-08-21T05:52:01,33.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_05-51-44.wav,Silence,0.7888,0.0047,Vehicle,False
32,2026-08-21T05:54:18,2026-08-21T05:54:24,6.0,2026-08-21T05:54:20,80.43,55.69,2026-08-21T05:54:03,2026-08-21T05:54:39,36.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_05-54-20.wav,Silence,0.7435,0.0431,Vehicle,False
33,2026-08-21T06:00:09,2026-08-21T06:00:11,2.0,2026-08-21T06:00:10,69.59,52.45,2026-08-21T05:59:54,2026-08-21T06:00:26,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_06-00-10.wav,Silence,0.818,0.011,Vehicle,False
34,2026-08-21T06:04:18,2026-08-21T06:04:24,6.0,2026-08-21T06:04:20,79.1,53.47,2026-08-21T06:04:03,2026-08-21T06:04:39,36.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_06-04-20.wav,Silence,0.7731,0.055,Vehicle,True
35,2026-08-21T06:13:16,2026-08-21T06:13:23,7.0,2026-08-21T06:13:19,83.98,55.4,2026-08-21T06:13:01,2026-08-21T06:13:38,37.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_06-13-19.wav,Silence,0.8048,0.0222,Vehicle,False
36,2026-08-21T06:14:49,2026-08-21T06:14:57,8.0,2026-08-21T06:14:56,78.19,56.65,2026-08-21T06:14:34,2026-08-21T06:15:12,38.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_06-14-56.wav,Silence,0.6183,0.0348,Vehicle,False
37,2026-08-21T06:16:26,2026-08-21T06:16:30,4.0,2026-08-21T06:16:28,79.26,56.21,2026-08-21T06:16:11,2026-08-21T06:16:45,34.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_06-16-28.wav,Silence,0.8066,0.0144,Vehicle,False
38,2026-08-21T06:17:20,2026-08-21T06:17:23,3.0,2026-08-21T06:17:22,78.3,57.91,2026-08-21T06:17:05,2026-08-21T06:17:38,33.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_06-17-22.wav,Silence,0.7095,0.0287,Vehicle,False
39,2026-08-21T06:19:17,2026-08-21T06:19:19,2.0,2026-08-21T06:19:17,70.18,54.53,2026-08-21T06:19:02,2026-08-21T06:19:34,32.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_06-19-17.wav,Silence,0.4455,0.047,Vehicle,False
40,2026-08-21T06:19:31,2026-08-21T06:19:34,3.0,2026-08-21T06:19:33,76.46,57.27,2026-08-21T06:19:16,2026-08-21T06:19:49,33.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_06-19-33.wav,Silence,0.4459,0.0524,Vehicle,True
41,2026-08-21T06:20:47,2026-08-21T06:20:51,4.0,2026-08-21T06:20:48,74.12,53.83,2026-08-21T06:20:32,2026-08-21T06:21:06,34.0,/home/shyla_agrawal/gerald_night_data/night_2026-08-20/peak_audio_clips_2026-08-20/2026-08-21_06-20-48.wav,Silence,0.6987,0.0216,Vehicle,False
